"","season","site_name","site_code","treatment","plot","spp_code","total_abund"
"457","Fall","DVAG","M4_2","MOW",15,"CAPR",1
"458","Fall","DVAG","M4_2","MOW",15,"CEFO",1
"459","Fall","DVAG","M4_2","MOW",15,"CHAL",15
"460","Fall","DVAG","M4_2","MOW",15,"COCA",73
"461","Fall","DVAG","M4_2","MOW",15,"DACA",1
"462","Fall","DVAG","M4_2","MOW",15,"ERAN",2
"463","Fall","DVAG","M4_2","MOW",15,"ERCI",1
"464","Fall","DVAG","M4_2","MOW",15,"OEBI",5
"465","Fall","DVAG","M4_2","MOW",15,"OXST",1
"466","Fall","DVAG","M4_2","MOW",15,"RUCR",1
"467","Fall","DVAG","M4_2","MOW",15,"RUHI",1
"468","Fall","DVAG","M4_2","MOW",15,"SOSP",5
"469","Fall","DVAG","M4_2","MOW",21,"BAVU",1
"470","Fall","DVAG","M4_2","MOW",21,"CHAL",3
"471","Fall","DVAG","M4_2","MOW",21,"COCA",1
"472","Fall","DVAG","M4_2","MOW",21,"DACA",1
"473","Fall","DVAG","M4_2","MOW",21,"ERAN",1
"474","Fall","DVAG","M4_2","MOW",21,"MELU",1
"475","Fall","DVAG","M4_2","MOW",21,"MOFI",13
"476","Fall","DVAG","M4_2","MOW",21,"OEBI",2
"477","Fall","DVAG","M4_2","MOW",21,"RUHI",6
"478","Fall","DVAG","M4_2","MOW",21,"SOOL",1
"479","Fall","DVAG","M4_2","MOW",21,"SOSP",18
"480","Fall","DVAG","M4_2","MOW",23,"HEGI",1
"481","Fall","DVAG","M4_2","MOW",23,"HEHE",1
"482","Fall","DVAG","M4_2","MOW",23,"LASA",1
"483","Fall","DVAG","M4_2","MOW",23,"MOFI",27
"484","Fall","DVAG","M4_2","MOW",23,"OEBI",1
"485","Fall","DVAG","M4_2","MOW",23,"POAR",2
"486","Fall","DVAG","M4_2","MOW",23,"RUHI",8
"487","Fall","DVAG","M4_2","MOW",23,"SOSP",10
"488","Fall","DVAG","M4_2","MOW",25,"ANGE",1
"489","Fall","DVAG","M4_2","MOW",25,"CIVU",1
"490","Fall","DVAG","M4_2","MOW",25,"COTR",1
"491","Fall","DVAG","M4_2","MOW",25,"DACA",1
"492","Fall","DVAG","M4_2","MOW",25,"OEBI",1
"493","Fall","DVAG","M4_2","MOW",25,"OXST",7
"494","Fall","DVAG","M4_2","MOW",25,"POAR",1
"495","Fall","DVAG","M4_2","MOW",25,"PONO",1
"496","Fall","DVAG","M4_2","MOW",25,"POOL",1
"497","Fall","DVAG","M4_2","MOW",25,"PORE",4
"498","Fall","DVAG","M4_2","MOW",25,"RUHI",1
"499","Fall","DVAG","M4_2","MOW",25,"SOSP",3
"500","Fall","GRNB","R4_1","RES",1,"CIVU",1
"501","Fall","GRNB","R4_1","RES",1,"COCA",3
"502","Fall","GRNB","R4_1","RES",1,"ERAN",1
"503","Fall","GRNB","R4_1","RES",1,"SOSP",55
"504","Fall","GRNB","R4_1","RES",1,"VEAR",1
"505","Fall","GRNB","R4_1","RES",3,"CHAL",14
"506","Fall","GRNB","R4_1","RES",3,"COCA",2
"507","Fall","GRNB","R4_1","RES",3,"DACA",3
"508","Fall","GRNB","R4_1","RES",3,"ERAN",2
"509","Fall","GRNB","R4_1","RES",3,"MELU",2
"510","Fall","GRNB","R4_1","RES",3,"OEBI",1
"511","Fall","GRNB","R4_1","RES",3,"OXST",2
"512","Fall","GRNB","R4_1","RES",3,"PORE",1
"513","Fall","GRNB","R4_1","RES",3,"RUHI",20
"514","Fall","GRNB","R4_1","RES",3,"SOSP",31
"515","Fall","GRNB","R4_1","RES",3,"VEAR",7
"516","Fall","GRNB","R4_1","RES",5,"CIVU",2
"517","Fall","GRNB","R4_1","RES",5,"COCA",6
"518","Fall","GRNB","R4_1","RES",5,"ERAN",1
"519","Fall","GRNB","R4_1","RES",5,"OXST",3
"520","Fall","GRNB","R4_1","RES",5,"PACA",1
"521","Fall","GRNB","R4_1","RES",5,"RUCR",4
"522","Fall","GRNB","R4_1","RES",5,"RUHI",22
"523","Fall","GRNB","R4_1","RES",5,"SOSP",29
"524","Fall","GRNB","R4_1","RES",5,"VEAR",4
"525","Fall","GRNB","R4_1","RES",11,"COCA",1
"526","Fall","GRNB","R4_1","RES",11,"ERAN",1
"527","Fall","GRNB","R4_1","RES",11,"LIVU",1
"528","Fall","GRNB","R4_1","RES",11,"OXST",1
"529","Fall","GRNB","R4_1","RES",11,"SOSP",33
"530","Fall","GRNB","R4_1","RES",13,"CEFO",2
"531","Fall","GRNB","R4_1","RES",13,"COCA",1
"532","Fall","GRNB","R4_1","RES",13,"DACA",2
"533","Fall","GRNB","R4_1","RES",13,"ERAN",7
"534","Fall","GRNB","R4_1","RES",13,"LIVU",1
"535","Fall","GRNB","R4_1","RES",13,"MELU",2
"536","Fall","GRNB","R4_1","RES",13,"MOFI",2
"537","Fall","GRNB","R4_1","RES",13,"OXST",3
"538","Fall","GRNB","R4_1","RES",13,"RUHI",3
"539","Fall","GRNB","R4_1","RES",13,"SOSP",20
"540","Fall","GRNB","R4_1","RES",13,"VEAR",3
"541","Fall","GRNB","R4_1","RES",15,"ANGE",1
"542","Fall","GRNB","R4_1","RES",15,"CAPE",1
"543","Fall","GRNB","R4_1","RES",15,"CEFO",2
"544","Fall","GRNB","R4_1","RES",15,"COCA",7
"545","Fall","GRNB","R4_1","RES",15,"DACA",2
"546","Fall","GRNB","R4_1","RES",15,"ERAN",5
"547","Fall","GRNB","R4_1","RES",15,"MOFI",2
"548","Fall","GRNB","R4_1","RES",15,"OEBI",1
"549","Fall","GRNB","R4_1","RES",15,"OXST",1
"550","Fall","GRNB","R4_1","RES",15,"RUHI",12
"551","Fall","GRNB","R4_1","RES",15,"SOSP",18
"552","Fall","GRNB","R4_1","RES",15,"VEAR",1
"553","Fall","GRNB","R4_1","RES",21,"ERAN",1
"554","Fall","GRNB","R4_1","RES",21,"RUHI",24
"555","Fall","GRNB","R4_1","RES",21,"SOSP",28
"556","Fall","GRNB","R4_1","RES",23,"CIVU",1
"557","Fall","GRNB","R4_1","RES",23,"COCA",1
"558","Fall","GRNB","R4_1","RES",23,"DACA",1
"559","Fall","GRNB","R4_1","RES",23,"MELU",1
"560","Fall","GRNB","R4_1","RES",23,"OEBI",7
"561","Fall","GRNB","R4_1","RES",23,"POAR",3
"562","Fall","GRNB","R4_1","RES",23,"SOSP",17
"563","Fall","GRNB","R4_1","RES",23,"VEAG",1
"564","Fall","GRNB","R4_1","RES",25,"COCA",4
"565","Fall","GRNB","R4_1","RES",25,"ERAN",2
"566","Fall","GRNB","R4_1","RES",25,"FRVE",1
"567","Fall","GRNB","R4_1","RES",25,"MOFI",13
"568","Fall","GRNB","R4_1","RES",25,"OXST",2
"569","Fall","GRNB","R4_1","RES",25,"PONO",1
"570","Fall","GRNB","R4_1","RES",25,"RUHI",7
"571","Fall","GRNB","R4_1","RES",25,"SOSP",16
"572","Fall","GRNB","R4_1","RES",25,"VEAR",1
"573","Fall","KENN","T2_3","TIL",1,"CEFO",1
"574","Fall","KENN","T2_3","TIL",1,"CHAL",4
"575","Fall","KENN","T2_3","TIL",1,"CIAR",1
"576","Fall","KENN","T2_3","TIL",1,"DACA",4
"577","Fall","KENN","T2_3","TIL",1,"LASE",1
"578","Fall","KENN","T2_3","TIL",1,"OEBI",1
"579","Fall","KENN","T2_3","TIL",1,"SOOL",1
"580","Fall","KENN","T2_3","TIL",1,"SOSP",2
"581","Fall","KENN","T2_3","TIL",1,"TAOF",1
"582","Fall","KENN","T2_3","TIL",3,"CHAL",51
"583","Fall","KENN","T2_3","TIL",3,"COCA",7
"584","Fall","KENN","T2_3","TIL",3,"LASE",2
"585","Fall","KENN","T2_3","TIL",3,"OEBI",9
"586","Fall","KENN","T2_3","TIL",3,"RARA",1
"587","Fall","KENN","T2_3","TIL",5,"CHAL",108
"588","Fall","KENN","T2_3","TIL",5,"COCA",1
"589","Fall","KENN","T2_3","TIL",5,"MOAL",3
"590","Fall","KENN","T2_3","TIL",5,"PLMA",1
"591","Fall","KENN","T2_3","TIL",5,"SONI",1
"592","Fall","KENN","T2_3","TIL",11,"CHAL",42
"593","Fall","KENN","T2_3","TIL",11,"COCA",3
"594","Fall","KENN","T2_3","TIL",11,"MELU",2
"595","Fall","KENN","T2_3","TIL",11,"OEBI",19
"596","Fall","KENN","T2_3","TIL",11,"OXST",1
"597","Fall","KENN","T2_3","TIL",11,"SOSP",1
"598","Fall","KENN","T2_3","TIL",13,"CEFO",6
"599","Fall","KENN","T2_3","TIL",13,"CHAL",1
"600","Fall","KENN","T2_3","TIL",13,"COCA",1
"601","Fall","KENN","T2_3","TIL",13,"LASE",1
"602","Fall","KENN","T2_3","TIL",13,"MELU",4
"603","Fall","KENN","T2_3","TIL",13,"OEBI",6
"604","Fall","KENN","T2_3","TIL",13,"OXST",1
"605","Fall","KENN","T2_3","TIL",13,"TRPR",1
"606","Fall","KENN","T2_3","TIL",15,"CHAL",1
"607","Fall","KENN","T2_3","TIL",15,"COCA",4
"608","Fall","KENN","T2_3","TIL",15,"DACA",1
"609","Fall","KENN","T2_3","TIL",15,"FRVE",1
"610","Fall","KENN","T2_3","TIL",15,"MELU",2
"611","Fall","KENN","T2_3","TIL",15,"OXST",7
"612","Fall","KENN","T2_3","TIL",15,"SOOL",4
"613","Fall","KENN","T2_3","TIL",15,"TAOF",1
"614","Fall","KENN","T2_3","TIL",21,"CHAL",24
"615","Fall","KENN","T2_3","TIL",21,"COCA",2
"616","Fall","KENN","T2_3","TIL",21,"DACA",1
"617","Fall","KENN","T2_3","TIL",21,"OEBI",22
"618","Fall","KENN","T2_3","TIL",21,"OXST",3
"619","Fall","KENN","T2_3","TIL",21,"SOOL",1
"620","Fall","KENN","T2_3","TIL",21,"TRPR",1
"621","Fall","KENN","T2_3","TIL",23,"CHAL",6
"622","Fall","KENN","T2_3","TIL",23,"COCA",8
"623","Fall","KENN","T2_3","TIL",23,"DACA",1
"624","Fall","KENN","T2_3","TIL",23,"OEBI",5
"625","Fall","KENN","T2_3","TIL",23,"OXST",4
"626","Fall","KENN","T2_3","TIL",23,"SOAR",1
"627","Fall","KENN","T2_3","TIL",25,"CHAL",17
"628","Fall","KENN","T2_3","TIL",25,"COCA",3
"629","Fall","KENN","T2_3","TIL",25,"DACA",1
"630","Fall","KENN","T2_3","TIL",25,"MELU",2
"631","Fall","KENN","T2_3","TIL",25,"OEBI",13
"632","Fall","KENN","T2_3","TIL",25,"TRPR",1
"633","Fall","TIMH","T2_2","TIL",1,"CEFO",3
"634","Fall","TIMH","T2_2","TIL",1,"CHAL",3
"635","Fall","TIMH","T2_2","TIL",1,"COCA",1
"636","Fall","TIMH","T2_2","TIL",1,"DACA",1
"637","Fall","TIMH","T2_2","TIL",1,"LASE",1
"638","Fall","TIMH","T2_2","TIL",1,"OEBI",2
"639","Fall","TIMH","T2_2","TIL",1,"OXST",21
"640","Fall","TIMH","T2_2","TIL",1,"PORE",2
"641","Fall","TIMH","T2_2","TIL",1,"SOOL",1
"642","Fall","TIMH","T2_2","TIL",3,"AMBL",1
"643","Fall","TIMH","T2_2","TIL",3,"CABP",1
"644","Fall","TIMH","T2_2","TIL",3,"CHAL",106
"645","Fall","TIMH","T2_2","TIL",3,"OEBI",1
"646","Fall","TIMH","T2_2","TIL",3,"PLMA",33
"647","Fall","TIMH","T2_2","TIL",3,"POOL",1
"648","Fall","TIMH","T2_2","TIL",3,"RUCR",6
"649","Fall","TIMH","T2_2","TIL",5,"CEFO",5
"650","Fall","TIMH","T2_2","TIL",5,"CHAL",150
"651","Fall","TIMH","T2_2","TIL",5,"COCA",8
"652","Fall","TIMH","T2_2","TIL",5,"DACA",6
"653","Fall","TIMH","T2_2","TIL",5,"OEBI",40
"654","Fall","TIMH","T2_2","TIL",5,"OXST",11
"655","Fall","TIMH","T2_2","TIL",5,"PEMU",3
"656","Fall","TIMH","T2_2","TIL",5,"POAV",3
"657","Fall","TIMH","T2_2","TIL",5,"POOL",1
"658","Fall","TIMH","T2_2","TIL",5,"SOOL",1
"659","Fall","TIMH","T2_2","TIL",11,"CABP",1
"660","Fall","TIMH","T2_2","TIL",11,"CEFO",1
"661","Fall","TIMH","T2_2","TIL",11,"COCA",2
"662","Fall","TIMH","T2_2","TIL",11,"MELU",1
"663","Fall","TIMH","T2_2","TIL",11,"OXST",50
"664","Fall","TIMH","T2_2","TIL",11,"PEMU",3
"665","Fall","TIMH","T2_2","TIL",13,"CEFO",2
"666","Fall","TIMH","T2_2","TIL",13,"CHAL",7
"667","Fall","TIMH","T2_2","TIL",13,"COCA",2
"668","Fall","TIMH","T2_2","TIL",13,"OXST",9
"669","Fall","TIMH","T2_2","TIL",13,"PEMU",19
"670","Fall","TIMH","T2_2","TIL",13,"POAV",1
"671","Fall","TIMH","T2_2","TIL",15,"CEFO",26
"672","Fall","TIMH","T2_2","TIL",15,"CHAL",51
"673","Fall","TIMH","T2_2","TIL",15,"LASE",1
"674","Fall","TIMH","T2_2","TIL",15,"OEBI",6
"675","Fall","TIMH","T2_2","TIL",15,"OXST",3
"676","Fall","TIMH","T2_2","TIL",15,"PEMU",1
"677","Fall","TIMH","T2_2","TIL",15,"POAV",3
"678","Fall","TIMH","T2_2","TIL",15,"TRPR",1
"679","Fall","TIMH","T2_2","TIL",21,"CEFO",5
"680","Fall","TIMH","T2_2","TIL",21,"CHAL",1
"681","Fall","TIMH","T2_2","TIL",21,"COCA",17
"682","Fall","TIMH","T2_2","TIL",21,"OXST",23
"683","Fall","TIMH","T2_2","TIL",21,"STME",1
"684","Fall","TIMH","T2_2","TIL",23,"CEFO",4
"685","Fall","TIMH","T2_2","TIL",23,"CHAL",1
"686","Fall","TIMH","T2_2","TIL",23,"COCA",1
"687","Fall","TIMH","T2_2","TIL",23,"LASE",2
"688","Fall","TIMH","T2_2","TIL",23,"OXST",28
"689","Fall","TIMH","T2_2","TIL",23,"TAOF",1
"690","Fall","TIMH","T2_2","TIL",25,"CEFO",1
"691","Fall","TIMH","T2_2","TIL",25,"CHAL",1
"692","Fall","TIMH","T2_2","TIL",25,"COCA",2
"693","Fall","TIMH","T2_2","TIL",25,"DACA",1
"694","Fall","TIMH","T2_2","TIL",25,"LASE",1
"695","Fall","TIMH","T2_2","TIL",25,"OXST",2
"696","Fall","VICP","T2_1","TIL",1,"CHAL",1
"697","Fall","VICP","T2_1","TIL",1,"ERCI",1
"698","Fall","VICP","T2_1","TIL",1,"LASE",3
"699","Fall","VICP","T2_1","TIL",1,"MELU",5
"700","Fall","VICP","T2_1","TIL",1,"TRPR",1
"701","Fall","VICP","T2_1","TIL",3,"CEFO",1
"702","Fall","VICP","T2_1","TIL",3,"MELU",12
"703","Fall","VICP","T2_1","TIL",3,"OXST",1
"704","Fall","VICP","T2_1","TIL",3,"PYTE",2
"705","Fall","VICP","T2_1","TIL",3,"SOOL",1
"706","Fall","VICP","T2_1","TIL",3,"TAOF",2
"707","Fall","VICP","T2_1","TIL",3,"TRPR",2
"708","Fall","VICP","T2_1","TIL",5,"CEFO",25
"709","Fall","VICP","T2_1","TIL",5,"CHAL",9
"710","Fall","VICP","T2_1","TIL",5,"LASE",2
"711","Fall","VICP","T2_1","TIL",5,"MELU",1
"712","Fall","VICP","T2_1","TIL",5,"TRPR",3
"713","Fall","VICP","T2_1","TIL",11,"CEFO",4
"714","Fall","VICP","T2_1","TIL",11,"CHAL",6
"715","Fall","VICP","T2_1","TIL",11,"MELU",3
"716","Fall","VICP","T2_1","TIL",11,"OXST",9
"717","Fall","VICP","T2_1","TIL",11,"SOOL",1
"718","Fall","VICP","T2_1","TIL",11,"TRPR",3
"719","Fall","VICP","T2_1","TIL",13,"CEFO",3
"720","Fall","VICP","T2_1","TIL",13,"CHAL",2
"721","Fall","VICP","T2_1","TIL",13,"MELU",2
"722","Fall","VICP","T2_1","TIL",15,"CEFO",6
"723","Fall","VICP","T2_1","TIL",15,"CHAL",1
"724","Fall","VICP","T2_1","TIL",15,"MELU",10
"725","Fall","VICP","T2_1","TIL",15,"PONO",2
"726","Fall","VICP","T2_1","TIL",15,"TRPR",2
"727","Fall","VICP","T2_1","TIL",21,"CEFO",1
"728","Fall","VICP","T2_1","TIL",21,"CHAL",2
"729","Fall","VICP","T2_1","TIL",21,"MELU",4
"730","Fall","VICP","T2_1","TIL",21,"OEBI",25
"731","Fall","VICP","T2_1","TIL",21,"SOAR",1
"732","Fall","VICP","T2_1","TIL",21,"SOOL",2
"733","Fall","VICP","T2_1","TIL",21,"STME",1
"734","Fall","VICP","T2_1","TIL",21,"TAOF",1
"735","Fall","VICP","T2_1","TIL",21,"TRPR",3
"736","Fall","VICP","T2_1","TIL",23,"CEFO",1
"737","Fall","VICP","T2_1","TIL",23,"CHAL",25
"738","Fall","VICP","T2_1","TIL",23,"LASE",3
"739","Fall","VICP","T2_1","TIL",23,"MELU",5
"740","Fall","VICP","T2_1","TIL",23,"PLMA",1
"741","Fall","VICP","T2_1","TIL",23,"RUHI",1
"742","Fall","VICP","T2_1","TIL",23,"TRPR",1
"743","Fall","VICP","T2_1","TIL",25,"CEFO",14
"744","Fall","VICP","T2_1","TIL",25,"MELU",1
"745","Fall","VICP","T2_1","TIL",25,"PLMA",1
